Author,Shubham Malik
GitHub,https://github.com/subhm2004
Repo,https://github.com/subhm2004/DSA-CP
Tracker,DSA Patterns — progress tracker (Done/Todo auto-mapped from repo)
Generated,2026-08-07

sr,category_no,category,pattern_no,pattern,leetcode_id,problem,status,repo_file,in_30day_core,leetcode_url
312,10,Stack Patterns,65,Monotonic Stack,1475,Final Prices With a Special Discount in a Shop,Todo,,No,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/
313,10,Stack Patterns,65,Monotonic Stack,1673,Find the Most Competitive Subsequence,Todo,,No,https://leetcode.com/problems/find-the-most-competitive-subsequence/
314,10,Stack Patterns,66,Expression Evaluation,150,Evaluate Reverse Polish Notation,Todo,,No,https://leetcode.com/problems/evaluate-reverse-polish-notation/
315,10,Stack Patterns,66,Expression Evaluation,224,Basic Calculator,Todo,,No,https://leetcode.com/problems/basic-calculator/
316,10,Stack Patterns,66,Expression Evaluation,227,Basic Calculator II,Todo,,No,https://leetcode.com/problems/basic-calculator-ii/
317,10,Stack Patterns,66,Expression Evaluation,772,Basic Calculator III,Todo,,No,https://leetcode.com/problems/basic-calculator-iii/
318,10,Stack Patterns,67,Simulation / Backtracking Helper,71,Simplify Path,Todo,,No,https://leetcode.com/problems/simplify-path/
319,10,Stack Patterns,67,Simulation / Backtracking Helper,394,Decode String,Todo,,No,https://leetcode.com/problems/decode-string/
320,10,Stack Patterns,67,Simulation / Backtracking Helper,735,Asteroid Collision,Done,DSA/stacks/asteroid_collision.cpp,No,https://leetcode.com/problems/asteroid-collision/
321,10,Stack Patterns,68,Min Stack Design,155,Min Stack,Done,DSA/stacks/min_stack.cpp | DSA/stacks/two_stacks_in_array.cpp,No,https://leetcode.com/problems/min-stack/
322,10,Stack Patterns,68,Min Stack Design,895,Maximum Frequency Stack,Todo,,No,https://leetcode.com/problems/maximum-frequency-stack/
323,10,Stack Patterns,68,Min Stack Design,901,Online Stock Span,Done,DSA/stacks/online_stock_span.cpp,No,https://leetcode.com/problems/online-stock-span/
324,10,Stack Patterns,69,Largest Rectangle in Histogram,84,Largest Rectangle in Histogram,Done,DSA/stacks/largest_rectangle_histogram.cpp,Yes,https://leetcode.com/problems/largest-rectangle-in-histogram/
325,10,Stack Patterns,69,Largest Rectangle in Histogram,85,Maximal Rectangle,Todo,,No,https://leetcode.com/problems/maximal-rectangle/
326,11,Bit Manipulation Patterns,70,Bitwise XOR - Finding Single/Missing Number,136,Single Number,Done,DSA/bit_manipulation/single_number.cpp,Yes,https://leetcode.com/problems/single-number/
327,11,Bit Manipulation Patterns,70,Bitwise XOR - Finding Single/Missing Number,137,Single Number II,Todo,,No,https://leetcode.com/problems/single-number-ii/
328,11,Bit Manipulation Patterns,70,Bitwise XOR - Finding Single/Missing Number,268,Missing Number,Done,DSA/binary_search/missing_element.cpp,Yes,https://leetcode.com/problems/missing-number/
329,11,Bit Manipulation Patterns,70,Bitwise XOR - Finding Single/Missing Number,389,Find the Difference,Todo,,No,https://leetcode.com/problems/find-the-difference/
330,11,Bit Manipulation Patterns,71,Bitwise AND - Counting Set Bits (Hamming Weight),191,Number of 1 Bits,Todo,,Yes,https://leetcode.com/problems/number-of-1-bits/
331,11,Bit Manipulation Patterns,71,Bitwise AND - Counting Set Bits (Hamming Weight),231,Power of Two,Done,DSA/bit_manipulation/power_of_two.cpp,No,https://leetcode.com/problems/power-of-two/
332,11,Bit Manipulation Patterns,71,Bitwise AND - Counting Set Bits (Hamming Weight),477,Total Hamming Distance,Todo,,No,https://leetcode.com/problems/total-hamming-distance/
333,11,Bit Manipulation Patterns,72,Bitwise DP - Counting Bits Optimization,338,Counting Bits,Done,DSA/bit_manipulation/counting_bits.cpp,Yes,https://leetcode.com/problems/counting-bits/
334,11,Bit Manipulation Patterns,72,Bitwise DP - Counting Bits Optimization,1494,Parallel Courses II,Todo,,No,https://leetcode.com/problems/parallel-courses-ii/
335,11,Bit Manipulation Patterns,72,Bitwise DP - Counting Bits Optimization,1442,Count Triplets That Can Form Two Arrays of Equal XOR,Todo,,No,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/
336,11,Bit Manipulation Patterns,73,Bitwise Operations - Power of Two/Four Check,231,Power of Two,Done,DSA/bit_manipulation/power_of_two.cpp,No,https://leetcode.com/problems/power-of-two/
337,11,Bit Manipulation Patterns,73,Bitwise Operations - Power of Two/Four Check,342,Power of Four,Todo,,No,https://leetcode.com/problems/power-of-four/
338,12,Linked List Manipulation Patterns,74,In-place Reversal,83,Remove Duplicates from Sorted List,Todo,,No,https://leetcode.com/problems/remove-duplicates-from-sorted-list/
339,12,Linked List Manipulation Patterns,74,In-place Reversal,92,Reverse Linked List II,Todo,,Yes,https://leetcode.com/problems/reverse-linked-list-ii/
340,12,Linked List Manipulation Patterns,74,In-place Reversal,206,Reverse Linked List,Done,DSA/linked_list/reverse_linked_list.cpp | DSA/queues/reverse_queue.cpp,Yes,https://leetcode.com/problems/reverse-linked-list/
341,12,Linked List Manipulation Patterns,74,In-place Reversal,25,Reverse Nodes in k-Group,Done,DSA/linked_list/k_group_reversal.cpp | DSA/queues/reverse_k_queue_elements.cpp,No,https://leetcode.com/problems/reverse-nodes-in-kgroup/
342,12,Linked List Manipulation Patterns,74,In-place Reversal,234,Palindrome Linked List,Done,DSA/linked_list/palindrome_linked_list.cpp,No,https://leetcode.com/problems/palindrome-linked-list/
343,12,Linked List Manipulation Patterns,74,In-place Reversal,82,Remove Duplicates from Sorted List II,Todo,,No,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
344,12,Linked List Manipulation Patterns,75,Merging Two Sorted Lists,21,Merge Two Sorted Lists,Todo,,Yes,https://leetcode.com/problems/merge-two-sorted-lists/
345,12,Linked List Manipulation Patterns,75,Merging Two Sorted Lists,23,Merge k Sorted Lists,Todo,,Yes,https://leetcode.com/problems/merge-k-sorted-lists/
346,12,Linked List Manipulation Patterns,76,Addition of Numbers,2,Add Two Numbers,Done,DSA/linked_list/add_two_linked_lists.cpp,No,https://leetcode.com/problems/add-two-numbers/
347,12,Linked List Manipulation Patterns,76,Addition of Numbers,369,Plus One Linked List,Done,DSA/linked_list/addone.cpp,No,https://leetcode.com/problems/plus-one-linked-list/
348,12,Linked List Manipulation Patterns,77,Intersection Detection,160,Intersection of Two Linked Lists,Todo,,No,https://leetcode.com/problems/intersection-of-two-linked-lists/
349,12,Linked List Manipulation Patterns,77,Intersection Detection,599,Minimum Index Sum of Two Lists,Todo,,No,https://leetcode.com/problems/minimum-index-sum-of-two-lists/
350,12,Linked List Manipulation Patterns,78,Reordering / Partitioning,24,Swap Nodes in Pairs,Todo,,No,https://leetcode.com/problems/swap-nodes-in-pairs/
351,12,Linked List Manipulation Patterns,78,Reordering / Partitioning,61,Rotate List,Todo,,No,https://leetcode.com/problems/rotate-list/
352,12,Linked List Manipulation Patterns,78,Reordering / Partitioning,86,Partition List,Todo,,No,https://leetcode.com/problems/partition-list/
353,12,Linked List Manipulation Patterns,78,Reordering / Partitioning,143,Reorder List,Todo,,No,https://leetcode.com/problems/reorder-list/
354,12,Linked List Manipulation Patterns,78,Reordering / Partitioning,328,Odd Even Linked List,Todo,,No,https://leetcode.com/problems/odd-even-linked-list/
355,13,Array/Matrix Manipulation Patterns,79,In-place Rotation,48,Rotate Image,Done,DSA/arrays/rotate_matrix.cpp,Yes,https://leetcode.com/problems/rotate-image/
356,13,Array/Matrix Manipulation Patterns,79,In-place Rotation,189,Rotate Array,Done,DSA/arrays/rotate_array.cpp | DSA/arrays/shift_one.cpp,No,https://leetcode.com/problems/rotate-array/
357,13,Array/Matrix Manipulation Patterns,79,In-place Rotation,867,Transpose Matrix,Done,DSA/arrays/transpose_matrix.cpp,No,https://leetcode.com/problems/transpose-matrix/
358,13,Array/Matrix Manipulation Patterns,80,Spiral Traversal,54,Spiral Matrix,Todo,,Yes,https://leetcode.com/problems/spiral-matrix/
359,13,Array/Matrix Manipulation Patterns,80,Spiral Traversal,59,Spiral Matrix II,Todo,,No,https://leetcode.com/problems/spiral-matrix-ii/
360,13,Array/Matrix Manipulation Patterns,80,Spiral Traversal,885,Spiral Matrix III,Todo,,No,https://leetcode.com/problems/spiral-matrix-iii/
361,13,Array/Matrix Manipulation Patterns,80,Spiral Traversal,2326,Spiral Matrix IV,Todo,,No,https://leetcode.com/problems/spiral-matrix-iv/
362,13,Array/Matrix Manipulation Patterns,81,In-place Marking,73,Set Matrix Zeroes,Todo,,Yes,https://leetcode.com/problems/set-matrix-zeroes/
363,13,Array/Matrix Manipulation Patterns,81,In-place Marking,289,Game of Life,Todo,,No,https://leetcode.com/problems/game-of-life/
364,13,Array/Matrix Manipulation Patterns,81,In-place Marking,498,Diagonal Traverse,Todo,,No,https://leetcode.com/problems/diagonal-traverse/
365,13,Array/Matrix Manipulation Patterns,82,Prefix/Suffix Products,238,Product of Array Except Self,Todo,,Yes,https://leetcode.com/problems/product-of-array-except-self/
366,13,Array/Matrix Manipulation Patterns,82,Prefix/Suffix Products,845,Longest Mountain in Array,Todo,,No,https://leetcode.com/problems/longest-mountain-in-array/
367,13,Array/Matrix Manipulation Patterns,82,Prefix/Suffix Products,2483,Minimum Penalty for a Shop,Todo,,No,https://leetcode.com/problems/minimum-penalty-for-a-shop/
368,13,Array/Matrix Manipulation Patterns,83,Plus One,66,Plus One,Todo,,No,https://leetcode.com/problems/plus-one/
369,13,Array/Matrix Manipulation Patterns,83,Plus One,43,Multiply Strings,Todo,,No,https://leetcode.com/problems/multiply-strings/
370,13,Array/Matrix Manipulation Patterns,83,Plus One,989,Add to Array-Form of Integer,Todo,,No,https://leetcode.com/problems/add-to-arrayform-of-integer/
371,13,Array/Matrix Manipulation Patterns,83,Plus One,67,Add Binary,Todo,,No,https://leetcode.com/problems/add-binary/
372,13,Array/Matrix Manipulation Patterns,84,In-place from End,88,Merge Sorted Array,Todo,,No,https://leetcode.com/problems/merge-sorted-array/
373,13,Array/Matrix Manipulation Patterns,84,In-place from End,977,Squares of a Sorted Array,Todo,,No,https://leetcode.com/problems/squares-of-a-sorted-array/
374,13,Array/Matrix Manipulation Patterns,85,Cyclic Sort,41,First Missing Positive,Todo,,No,https://leetcode.com/problems/first-missing-positive/
375,13,Array/Matrix Manipulation Patterns,85,Cyclic Sort,268,Missing Number,Done,DSA/binary_search/missing_element.cpp,Yes,https://leetcode.com/problems/missing-number/
376,13,Array/Matrix Manipulation Patterns,85,Cyclic Sort,287,Find the Duplicate Number,Done,DSA/arrays/duplicate_number.cpp,Yes,https://leetcode.com/problems/find-the-duplicate-number/
377,13,Array/Matrix Manipulation Patterns,85,Cyclic Sort,442,Find All Duplicates in an Array,Todo,,No,https://leetcode.com/problems/find-all-duplicates-in-an-array/
378,13,Array/Matrix Manipulation Patterns,85,Cyclic Sort,448,Find All Numbers Disappeared in an Array,Todo,,No,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/
379,14,String Manipulation Patterns,86,Palindrome Check,9,Palindrome Number,Todo,,No,https://leetcode.com/problems/palindrome-number/
380,14,String Manipulation Patterns,86,Palindrome Check,125,Valid Palindrome,Done,DSA/recursion/palindrome_string.cpp | DSA/strings/palindrome_string.cpp,No,https://leetcode.com/problems/valid-palindrome/
381,14,String Manipulation Patterns,86,Palindrome Check,680,Valid Palindrome II,Todo,,No,https://leetcode.com/problems/valid-palindrome-ii/
382,14,String Manipulation Patterns,87,Anagram Check,49,Group Anagrams,Done,DSA/hash_map/group_anagrams.cpp,Yes,https://leetcode.com/problems/group-anagrams/
383,14,String Manipulation Patterns,87,Anagram Check,242,Valid Anagram,Done,DSA/hash_map/valid_anagram.cpp,Yes,https://leetcode.com/problems/valid-anagram/
384,14,String Manipulation Patterns,88,Roman to Integer Conversion,13,Roman to Integer,Todo,,No,https://leetcode.com/problems/roman-to-integer/
385,14,String Manipulation Patterns,88,Roman to Integer Conversion,12,Integer to Roman,Todo,,No,https://leetcode.com/problems/integer-to-roman/
386,14,String Manipulation Patterns,89,String to Integer (atoi),8,String to Integer (atoi),Todo,,No,https://leetcode.com/problems/string-to-integer-atoi/
387,14,String Manipulation Patterns,89,String to Integer (atoi),65,Valid Number,Todo,,No,https://leetcode.com/problems/valid-number/
388,14,String Manipulation Patterns,90,Manual Simulation,43,Multiply Strings,Todo,,No,https://leetcode.com/problems/multiply-strings/
389,14,String Manipulation Patterns,90,Manual Simulation,415,Add Strings,Todo,,No,https://leetcode.com/problems/add-strings/
390,14,String Manipulation Patterns,90,Manual Simulation,67,Add Binary,Todo,,No,https://leetcode.com/problems/add-binary/
391,14,String Manipulation Patterns,91,String Matching - Naive / KMP / Rabin-Karp,28,Find the Index of the First Occurrence in a String,Todo,,No,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/
392,14,String Manipulation Patterns,91,String Matching - Naive / KMP / Rabin-Karp,214,Shortest Palindrome,Todo,,No,https://leetcode.com/problems/shortest-palindrome/
393,14,String Manipulation Patterns,91,String Matching - Naive / KMP / Rabin-Karp,686,Repeated String Match,Todo,,No,https://leetcode.com/problems/repeated-string-match/
394,14,String Manipulation Patterns,91,String Matching - Naive / KMP / Rabin-Karp,796,Rotate String,Todo,,No,https://leetcode.com/problems/rotate-string/
395,14,String Manipulation Patterns,91,String Matching - Naive / KMP / Rabin-Karp,3008,Find Beautiful Indices in the Given Array II,Todo,,No,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/
396,14,String Manipulation Patterns,92,Repeated Substring Pattern Detection,459,Repeated Substring Pattern,Todo,,No,https://leetcode.com/problems/repeated-substring-pattern/
397,14,String Manipulation Patterns,92,Repeated Substring Pattern Detection,28,Find the Index of the First Occurrence in a String,Todo,,No,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/
398,14,String Manipulation Patterns,92,Repeated Substring Pattern Detection,686,Repeated String Match,Todo,,No,https://leetcode.com/problems/repeated-string-match/
399,15,Design Patterns,93,Design (General/Specific),146,LRU Cache,Done,DSA/design/lru_cache.cpp | DSA/linked_list/doubly_linked_list.cpp,Yes,https://leetcode.com/problems/lru-cache/
400,15,Design Patterns,93,Design (General/Specific),155,Min Stack,Done,DSA/stacks/min_stack.cpp | DSA/stacks/two_stacks_in_array.cpp,No,https://leetcode.com/problems/min-stack/
401,15,Design Patterns,93,Design (General/Specific),225,Implement Stack using Queues,Done,DSA/stacks/insert_at_bottom_of_stack.cpp,No,https://leetcode.com/problems/implement-stack-using-queues/
402,15,Design Patterns,93,Design (General/Specific),232,Implement Queue using Stacks,Done,DSA/queues/queue_using_two_stacks.cpp,No,https://leetcode.com/problems/implement-queue-using-stacks/
403,15,Design Patterns,93,Design (General/Specific),251,Flatten 2D Vector,Todo,,No,https://leetcode.com/problems/flatten-2d-vector/
404,15,Design Patterns,93,Design (General/Specific),271,Encode and Decode Strings,Todo,,No,https://leetcode.com/problems/encode-and-decode-strings/
405,15,Design Patterns,93,Design (General/Specific),295,Find Median from Data Stream,Done,DSA/heaps/find_median_from_data_stream.cpp,Yes,https://leetcode.com/problems/find-median-from-data-stream/
406,15,Design Patterns,93,Design (General/Specific),341,Flatten Nested List Iterator,Todo,,No,https://leetcode.com/problems/flatten-nested-list-iterator/
407,15,Design Patterns,93,Design (General/Specific),346,Moving Average from Data Stream,Todo,,No,https://leetcode.com/problems/moving-average-from-data-stream/
408,15,Design Patterns,93,Design (General/Specific),353,Design Snake Game,Todo,,No,https://leetcode.com/problems/design-snake-game/
409,15,Design Patterns,93,Design (General/Specific),359,Logger Rate Limiter,Todo,,No,https://leetcode.com/problems/logger-rate-limiter/
410,15,Design Patterns,93,Design (General/Specific),362,Design Hit Counter,Todo,,No,https://leetcode.com/problems/design-hit-counter/
411,15,Design Patterns,93,Design (General/Specific),379,Design Phone Directory,Todo,,No,https://leetcode.com/problems/design-phone-directory/
412,15,Design Patterns,93,Design (General/Specific),380,Insert Delete GetRandom O(1),Todo,,Yes,https://leetcode.com/problems/insert-delete-getrandom-o1/
413,15,Design Patterns,93,Design (General/Specific),432,All O`one Data Structure,Todo,,No,https://leetcode.com/problems/all-oone-data-structure/
414,15,Design Patterns,93,Design (General/Specific),460,LFU Cache,Todo,,No,https://leetcode.com/problems/lfu-cache/
415,15,Design Patterns,93,Design (General/Specific),604,Design Compressed String Iterator,Todo,,No,https://leetcode.com/problems/design-compressed-string-iterator/
416,15,Design Patterns,93,Design (General/Specific),622,Design Circular Queue,Done,DSA/queues/circular_queue_implementation.cpp,No,https://leetcode.com/problems/design-circular-queue/
417,15,Design Patterns,93,Design (General/Specific),641,Design Circular Deque,Todo,,No,https://leetcode.com/problems/design-circular-deque/
418,15,Design Patterns,93,Design (General/Specific),642,Design Search Autocomplete System,Todo,,No,https://leetcode.com/problems/design-search-autocomplete-system/
419,15,Design Patterns,93,Design (General/Specific),706,Design HashMap,Todo,,No,https://leetcode.com/problems/design-hashmap/
420,15,Design Patterns,93,Design (General/Specific),715,Range Module,Todo,,No,https://leetcode.com/problems/range-module/
421,15,Design Patterns,93,Design (General/Specific),900,RLE Iterator,Todo,,No,https://leetcode.com/problems/rle-iterator/
422,15,Design Patterns,93,Design (General/Specific),981,Time Based Key-Value Store,Todo,,No,https://leetcode.com/problems/time-based-keyvalue-store/
423,15,Design Patterns,93,Design (General/Specific),1146,Snapshot Array,Todo,,No,https://leetcode.com/problems/snapshot-array/
424,15,Design Patterns,93,Design (General/Specific),1348,Tweet Counts Per Frequency,Todo,,No,https://leetcode.com/problems/tweet-counts-per-frequency/
425,15,Design Patterns,93,Design (General/Specific),1352,Product of the Last K Numbers,Todo,,No,https://leetcode.com/problems/product-of-the-last-k-numbers/
426,15,Design Patterns,93,Design (General/Specific),1381,Design a Stack With Increment Operation,Todo,,No,https://leetcode.com/problems/design-a-stack-with-increment-operation/
427,15,Design Patterns,93,Design (General/Specific),1756,Design Most Recently Used Queue,Todo,,No,https://leetcode.com/problems/design-most-recently-used-queue/
428,15,Design Patterns,93,Design (General/Specific),2013,Detect Squares,Todo,,No,https://leetcode.com/problems/detect-squares/
429,15,Design Patterns,93,Design (General/Specific),2034,Stock Price Fluctuation,Todo,,No,https://leetcode.com/problems/stock-price-fluctuation/
430,15,Design Patterns,93,Design (General/Specific),2296,Design a Text Editor,Todo,,No,https://leetcode.com/problems/design-a-text-editor/
431,15,Design Patterns,93,Design (General/Specific),2336,Smallest Number in Infinite Set,Todo,,No,https://leetcode.com/problems/smallest-number-in-infinite-set/
432,15,Design Patterns,94,Tries,208,Implement Trie (Prefix Tree),Done,DSA/trie/trie_insert_search.cpp,Yes,https://leetcode.com/problems/implement-trie-prefix-tree/
433,15,Design Patterns,94,Tries,211,Design Add and Search Words Data Structure,Todo,,Yes,https://leetcode.com/problems/design-add-and-search-words-data-structure/
434,15,Design Patterns,94,Tries,720,Longest Word in Dictionary,Todo,,No,https://leetcode.com/problems/longest-word-in-dictionary/
435,15,Design Patterns,94,Tries,648,Replace Words,Todo,,No,https://leetcode.com/problems/replace-words/
436,15,Design Patterns,94,Tries,425,Word Squares,Todo,,No,https://leetcode.com/problems/word-squares/
437,15,Design Patterns,94,Tries,642,Design Search Autocomplete System,Todo,,No,https://leetcode.com/problems/design-search-autocomplete-system/
438,15,Design Patterns,94,Tries,745,Prefix and Suffix Search,Todo,,No,https://leetcode.com/problems/prefix-and-suffix-search/
